año,mes,region,estacion,categoria_gasto,monto_real_mxn
2025,1,Norte,Monterrey,Recolección,1377000
2025,1,Norte,Monterrey,Transporte,473000
2025,1,Norte,Monterrey,Tratamiento,746000
2025,1,Norte,Monterrey,Mantenimiento,216000
2025,1,Norte,Monterrey,Personal,894000
2025,1,Norte,Monterrey,Administrativo,123000
2025,1,Norte,Saltillo,Recolección,1092000
2025,1,Norte,Saltillo,Transporte,335000
2025,1,Norte,Saltillo,Tratamiento,581000
2025,1,Norte,Saltillo,Mantenimiento,158000
2025,1,Norte,Saltillo,Personal,703000
2025,1,Norte,Saltillo,Administrativo,94000
2025,1,Centro,CDMX,Recolección,2299000
2025,1,Centro,CDMX,Transporte,777000
2025,1,Centro,CDMX,Tratamiento,1283000
2025,1,Centro,CDMX,Mantenimiento,337000
2025,1,Centro,CDMX,Personal,1468000
2025,1,Centro,CDMX,Administrativo,211000
2025,1,Centro,Toluca,Recolección,951000
2025,1,Centro,Toluca,Transporte,313000
2025,1,Centro,Toluca,Tratamiento,532000
2025,1,Centro,Toluca,Mantenimiento,142000
2025,1,Centro,Toluca,Personal,625000
2025,1,Centro,Toluca,Administrativo,84000
2025,1,Sur,Oaxaca,Recolección,703000
2025,1,Sur,Oaxaca,Transporte,244000
2025,1,Sur,Oaxaca,Tratamiento,429000
2025,1,Sur,Oaxaca,Mantenimiento,117000
2025,1,Sur,Oaxaca,Personal,510000
2025,1,Sur,Oaxaca,Administrativo,69000
2025,1,Sur,Veracruz,Recolección,902000
2025,1,Sur,Veracruz,Transporte,300000
2025,1,Sur,Veracruz,Tratamiento,487000
2025,1,Sur,Veracruz,Mantenimiento,131000
2025,1,Sur,Veracruz,Personal,599000
2025,1,Sur,Veracruz,Administrativo,79000
2025,1,Bajío,Guadalajara,Recolección,1159000
2025,1,Bajío,Guadalajara,Transporte,385000
2025,1,Bajío,Guadalajara,Tratamiento,639000
2025,1,Bajío,Guadalajara,Mantenimiento,175000
2025,1,Bajío,Guadalajara,Personal,766000
2025,1,Bajío,Guadalajara,Administrativo,101000
2025,1,Bajío,Querétaro,Recolección,865000
2025,1,Bajío,Querétaro,Transporte,283000
2025,1,Bajío,Querétaro,Tratamiento,468000
2025,1,Bajío,Querétaro,Mantenimiento,128000
2025,1,Bajío,Querétaro,Personal,554000
2025,1,Bajío,Querétaro,Administrativo,74000
2025,2,Norte,Monterrey,Recolección,1339000
2025,2,Norte,Monterrey,Transporte,465000
2025,2,Norte,Monterrey,Tratamiento,718000
2025,2,Norte,Monterrey,Mantenimiento,206000
2025,2,Norte,Monterrey,Personal,877000
2025,2,Norte,Monterrey,Administrativo,119000
2025,2,Norte,Saltillo,Recolección,1069000
2025,2,Norte,Saltillo,Transporte,332000
2025,2,Norte,Saltillo,Tratamiento,552000
2025,2,Norte,Saltillo,Mantenimiento,153000
2025,2,Norte,Saltillo,Personal,676000
2025,2,Norte,Saltillo,Administrativo,90000
2025,2,Centro,CDMX,Recolección,2218000
2025,2,Centro,CDMX,Transporte,755000
2025,2,Centro,CDMX,Tratamiento,1232000
2025,2,Centro,CDMX,Mantenimiento,329000
2025,2,Centro,CDMX,Personal,1472000
2025,2,Centro,CDMX,Administrativo,204000
2025,2,Centro,Toluca,Recolección,938000
2025,2,Centro,Toluca,Transporte,295000
2025,2,Centro,Toluca,Tratamiento,521000
2025,2,Centro,Toluca,Mantenimiento,139000
2025,2,Centro,Toluca,Personal,630000
2025,2,Centro,Toluca,Administrativo,80000
2025,2,Sur,Oaxaca,Recolección,695000
2025,2,Sur,Oaxaca,Transporte,235000
2025,2,Sur,Oaxaca,Tratamiento,412000
2025,2,Sur,Oaxaca,Mantenimiento,110000
2025,2,Sur,Oaxaca,Personal,501000
2025,2,Sur,Oaxaca,Administrativo,66000
2025,2,Sur,Veracruz,Recolección,889000
2025,2,Sur,Veracruz,Transporte,288000
2025,2,Sur,Veracruz,Tratamiento,473000
2025,2,Sur,Veracruz,Mantenimiento,129000
2025,2,Sur,Veracruz,Personal,567000
2025,2,Sur,Veracruz,Administrativo,76000
2025,2,Bajío,Guadalajara,Recolección,1126000
2025,2,Bajío,Guadalajara,Transporte,372000
2025,2,Bajío,Guadalajara,Tratamiento,633000
2025,2,Bajío,Guadalajara,Mantenimiento,169000
2025,2,Bajío,Guadalajara,Personal,746000
2025,2,Bajío,Guadalajara,Administrativo,99000
2025,2,Bajío,Querétaro,Recolección,844000
2025,2,Bajío,Querétaro,Transporte,275000
2025,2,Bajío,Querétaro,Tratamiento,461000
2025,2,Bajío,Querétaro,Mantenimiento,126000
2025,2,Bajío,Querétaro,Personal,544000
2025,2,Bajío,Querétaro,Administrativo,74000
2025,3,Norte,Monterrey,Recolección,1427000
2025,3,Norte,Monterrey,Transporte,478000
2025,3,Norte,Monterrey,Tratamiento,765000
2025,3,Norte,Monterrey,Mantenimiento,219000
2025,3,Norte,Monterrey,Personal,927000
2025,3,Norte,Monterrey,Administrativo,125000
2025,3,Norte,Saltillo,Recolección,1085000
2025,3,Norte,Saltillo,Transporte,343000
2025,3,Norte,Saltillo,Tratamiento,586000
2025,3,Norte,Saltillo,Mantenimiento,160000
2025,3,Norte,Saltillo,Personal,707000
2025,3,Norte,Saltillo,Administrativo,94000
2025,3,Centro,CDMX,Recolección,2305000
2025,3,Centro,CDMX,Transporte,805000
2025,3,Centro,CDMX,Tratamiento,1293000
2025,3,Centro,CDMX,Mantenimiento,344000
2025,3,Centro,CDMX,Personal,1496000
2025,3,Centro,CDMX,Administrativo,215000
2025,3,Centro,Toluca,Recolección,982000
2025,3,Centro,Toluca,Transporte,313000
2025,3,Centro,Toluca,Tratamiento,542000
2025,3,Centro,Toluca,Mantenimiento,148000
2025,3,Centro,Toluca,Personal,657000
2025,3,Centro,Toluca,Administrativo,84000
2025,3,Sur,Oaxaca,Recolección,733000
2025,3,Sur,Oaxaca,Transporte,251000
2025,3,Sur,Oaxaca,Tratamiento,435000
2025,3,Sur,Oaxaca,Mantenimiento,118000
2025,3,Sur,Oaxaca,Personal,518000
2025,3,Sur,Oaxaca,Administrativo,71000
2025,3,Sur,Veracruz,Recolección,930000
2025,3,Sur,Veracruz,Transporte,297000
2025,3,Sur,Veracruz,Tratamiento,497000
2025,3,Sur,Veracruz,Mantenimiento,133000
2025,3,Sur,Veracruz,Personal,611000
2025,3,Sur,Veracruz,Administrativo,81000
2025,3,Bajío,Guadalajara,Recolección,1166000
2025,3,Bajío,Guadalajara,Transporte,386000
2025,3,Bajío,Guadalajara,Tratamiento,655000
2025,3,Bajío,Guadalajara,Mantenimiento,181000
2025,3,Bajío,Guadalajara,Personal,786000
2025,3,Bajío,Guadalajara,Administrativo,103000
2025,3,Bajío,Querétaro,Recolección,873000
2025,3,Bajío,Querétaro,Transporte,286000
2025,3,Bajío,Querétaro,Tratamiento,473000
2025,3,Bajío,Querétaro,Mantenimiento,132000
2025,3,Bajío,Querétaro,Personal,567000
2025,3,Bajío,Querétaro,Administrativo,75000
2025,4,Norte,Monterrey,Recolección,1389000
2025,4,Norte,Monterrey,Transporte,495000
2025,4,Norte,Monterrey,Tratamiento,779000
2025,4,Norte,Monterrey,Mantenimiento,221000
2025,4,Norte,Monterrey,Personal,943000
2025,4,Norte,Monterrey,Administrativo,127000
2025,4,Norte,Saltillo,Recolección,1115000
2025,4,Norte,Saltillo,Transporte,347000
2025,4,Norte,Saltillo,Tratamiento,577000
2025,4,Norte,Saltillo,Mantenimiento,166000
2025,4,Norte,Saltillo,Personal,722000
2025,4,Norte,Saltillo,Administrativo,97000
2025,4,Centro,CDMX,Recolección,2412000
2025,4,Centro,CDMX,Transporte,803000
2025,4,Centro,CDMX,Tratamiento,1304000
2025,4,Centro,CDMX,Mantenimiento,352000
2025,4,Centro,CDMX,Personal,1525000
2025,4,Centro,CDMX,Administrativo,211000
2025,4,Centro,Toluca,Recolección,977000
2025,4,Centro,Toluca,Transporte,314000
2025,4,Centro,Toluca,Tratamiento,546000
2025,4,Centro,Toluca,Mantenimiento,149000
2025,4,Centro,Toluca,Personal,651000
2025,4,Centro,Toluca,Administrativo,85000
2025,4,Sur,Oaxaca,Recolección,728000
2025,4,Sur,Oaxaca,Transporte,253000
2025,4,Sur,Oaxaca,Tratamiento,446000
2025,4,Sur,Oaxaca,Mantenimiento,119000
2025,4,Sur,Oaxaca,Personal,519000
2025,4,Sur,Oaxaca,Administrativo,70000
2025,4,Sur,Veracruz,Recolección,920000
2025,4,Sur,Veracruz,Transporte,311000
2025,4,Sur,Veracruz,Tratamiento,507000
2025,4,Sur,Veracruz,Mantenimiento,136000
2025,4,Sur,Veracruz,Personal,622000
2025,4,Sur,Veracruz,Administrativo,82000
2025,4,Bajío,Guadalajara,Recolección,1189000
2025,4,Bajío,Guadalajara,Transporte,394000
2025,4,Bajío,Guadalajara,Tratamiento,647000
2025,4,Bajío,Guadalajara,Mantenimiento,180000
2025,4,Bajío,Guadalajara,Personal,788000
2025,4,Bajío,Guadalajara,Administrativo,104000
2025,4,Bajío,Querétaro,Recolección,891000
2025,4,Bajío,Querétaro,Transporte,290000
2025,4,Bajío,Querétaro,Tratamiento,487000
2025,4,Bajío,Querétaro,Mantenimiento,136000
2025,4,Bajío,Querétaro,Personal,575000
2025,4,Bajío,Querétaro,Administrativo,77000
2025,5,Norte,Monterrey,Recolección,1403000
2025,5,Norte,Monterrey,Transporte,499000
2025,5,Norte,Monterrey,Tratamiento,779000
2025,5,Norte,Monterrey,Mantenimiento,220000
2025,5,Norte,Monterrey,Personal,922000
2025,5,Norte,Monterrey,Administrativo,126000
2025,5,Norte,Saltillo,Recolección,1120000
2025,5,Norte,Saltillo,Transporte,348000
2025,5,Norte,Saltillo,Tratamiento,604000
2025,5,Norte,Saltillo,Mantenimiento,168000
2025,5,Norte,Saltillo,Personal,728000
2025,5,Norte,Saltillo,Administrativo,95000
2025,5,Centro,CDMX,Recolección,2426000
2025,5,Centro,CDMX,Transporte,821000
2025,5,Centro,CDMX,Tratamiento,1322000
2025,5,Centro,CDMX,Mantenimiento,354000
2025,5,Centro,CDMX,Personal,1525000
2025,5,Centro,CDMX,Administrativo,220000
2025,5,Centro,Toluca,Recolección,1011000
2025,5,Centro,Toluca,Transporte,316000
2025,5,Centro,Toluca,Tratamiento,548000
2025,5,Centro,Toluca,Mantenimiento,148000
2025,5,Centro,Toluca,Personal,672000
2025,5,Centro,Toluca,Administrativo,86000
2025,5,Sur,Oaxaca,Recolección,752000
2025,5,Sur,Oaxaca,Transporte,254000
2025,5,Sur,Oaxaca,Tratamiento,441000
2025,5,Sur,Oaxaca,Mantenimiento,121000
2025,5,Sur,Oaxaca,Personal,523000
2025,5,Sur,Oaxaca,Administrativo,72000
2025,5,Sur,Veracruz,Recolección,935000
2025,5,Sur,Veracruz,Transporte,312000
2025,5,Sur,Veracruz,Tratamiento,509000
2025,5,Sur,Veracruz,Mantenimiento,136000
2025,5,Sur,Veracruz,Personal,618000
2025,5,Sur,Veracruz,Administrativo,84000
2025,5,Bajío,Guadalajara,Recolección,1197000
2025,5,Bajío,Guadalajara,Transporte,393000
2025,5,Bajío,Guadalajara,Tratamiento,662000
2025,5,Bajío,Guadalajara,Mantenimiento,181000
2025,5,Bajío,Guadalajara,Personal,788000
2025,5,Bajío,Guadalajara,Administrativo,105000
2025,5,Bajío,Querétaro,Recolección,888000
2025,5,Bajío,Querétaro,Transporte,294000
2025,5,Bajío,Querétaro,Tratamiento,484000
2025,5,Bajío,Querétaro,Mantenimiento,136000
2025,5,Bajío,Querétaro,Personal,583000
2025,5,Bajío,Querétaro,Administrativo,77000
2025,6,Norte,Monterrey,Recolección,1453000
2025,6,Norte,Monterrey,Transporte,485000
2025,6,Norte,Monterrey,Tratamiento,790000
2025,6,Norte,Monterrey,Mantenimiento,226000
2025,6,Norte,Monterrey,Personal,955000
2025,6,Norte,Monterrey,Administrativo,126000
2025,6,Norte,Saltillo,Recolección,1134000
2025,6,Norte,Saltillo,Transporte,361000
2025,6,Norte,Saltillo,Tratamiento,610000
2025,6,Norte,Saltillo,Mantenimiento,167000
2025,6,Norte,Saltillo,Personal,722000
2025,6,Norte,Saltillo,Administrativo,98000
2025,6,Centro,CDMX,Recolección,2424000
2025,6,Centro,CDMX,Transporte,840000
2025,6,Centro,CDMX,Tratamiento,1342000
2025,6,Centro,CDMX,Mantenimiento,356000
2025,6,Centro,CDMX,Personal,1554000
2025,6,Centro,CDMX,Administrativo,218000
2025,6,Centro,Toluca,Recolección,1009000
2025,6,Centro,Toluca,Transporte,321000
2025,6,Centro,Toluca,Tratamiento,555000
2025,6,Centro,Toluca,Mantenimiento,147000
2025,6,Centro,Toluca,Personal,666000
2025,6,Centro,Toluca,Administrativo,88000
2025,6,Sur,Oaxaca,Recolección,743000
2025,6,Sur,Oaxaca,Transporte,255000
2025,6,Sur,Oaxaca,Tratamiento,451000
2025,6,Sur,Oaxaca,Mantenimiento,122000
2025,6,Sur,Oaxaca,Personal,536000
2025,6,Sur,Oaxaca,Administrativo,72000
2025,6,Sur,Veracruz,Recolección,938000
2025,6,Sur,Veracruz,Transporte,308000
2025,6,Sur,Veracruz,Tratamiento,522000
2025,6,Sur,Veracruz,Mantenimiento,139000
2025,6,Sur,Veracruz,Personal,630000
2025,6,Sur,Veracruz,Administrativo,81000
2025,6,Bajío,Guadalajara,Recolección,1187000
2025,6,Bajío,Guadalajara,Transporte,405000
2025,6,Bajío,Guadalajara,Tratamiento,678000
2025,6,Bajío,Guadalajara,Mantenimiento,188000
2025,6,Bajío,Guadalajara,Personal,801000
2025,6,Bajío,Guadalajara,Administrativo,106000
2025,6,Bajío,Querétaro,Recolección,883000
2025,6,Bajío,Querétaro,Transporte,301000
2025,6,Bajío,Querétaro,Tratamiento,502000
2025,6,Bajío,Querétaro,Mantenimiento,135000
2025,6,Bajío,Querétaro,Personal,591000
2025,6,Bajío,Querétaro,Administrativo,79000
2025,7,Norte,Monterrey,Recolección,1460000
2025,7,Norte,Monterrey,Transporte,518000
2025,7,Norte,Monterrey,Tratamiento,803000
2025,7,Norte,Monterrey,Mantenimiento,231000
2025,7,Norte,Monterrey,Personal,962000
2025,7,Norte,Monterrey,Administrativo,131000
2025,7,Norte,Saltillo,Recolección,1169000
2025,7,Norte,Saltillo,Transporte,373000
2025,7,Norte,Saltillo,Tratamiento,611000
2025,7,Norte,Saltillo,Mantenimiento,170000
2025,7,Norte,Saltillo,Personal,773000
2025,7,Norte,Saltillo,Administrativo,102000
2025,7,Centro,CDMX,Recolección,2473000
2025,7,Centro,CDMX,Transporte,871000
2025,7,Centro,CDMX,Tratamiento,1349000
2025,7,Centro,CDMX,Mantenimiento,368000
2025,7,Centro,CDMX,Personal,1591000
2025,7,Centro,CDMX,Administrativo,224000
2025,7,Centro,Toluca,Recolección,1015000
2025,7,Centro,Toluca,Transporte,337000
2025,7,Centro,Toluca,Tratamiento,580000
2025,7,Centro,Toluca,Mantenimiento,156000
2025,7,Centro,Toluca,Personal,681000
2025,7,Centro,Toluca,Administrativo,89000
2025,7,Sur,Oaxaca,Recolección,769000
2025,7,Sur,Oaxaca,Transporte,263000
2025,7,Sur,Oaxaca,Tratamiento,467000
2025,7,Sur,Oaxaca,Mantenimiento,125000
2025,7,Sur,Oaxaca,Personal,542000
2025,7,Sur,Oaxaca,Administrativo,75000
2025,7,Sur,Veracruz,Recolección,964000
2025,7,Sur,Veracruz,Transporte,320000
2025,7,Sur,Veracruz,Tratamiento,535000
2025,7,Sur,Veracruz,Mantenimiento,141000
2025,7,Sur,Veracruz,Personal,644000
2025,7,Sur,Veracruz,Administrativo,86000
2025,7,Bajío,Guadalajara,Recolección,1274000
2025,7,Bajío,Guadalajara,Transporte,413000
2025,7,Bajío,Guadalajara,Tratamiento,703000
2025,7,Bajío,Guadalajara,Mantenimiento,192000
2025,7,Bajío,Guadalajara,Personal,814000
2025,7,Bajío,Guadalajara,Administrativo,110000
2025,7,Bajío,Querétaro,Recolección,935000
2025,7,Bajío,Querétaro,Transporte,312000
2025,7,Bajío,Querétaro,Tratamiento,502000
2025,7,Bajío,Querétaro,Mantenimiento,141000
2025,7,Bajío,Querétaro,Personal,607000
2025,7,Bajío,Querétaro,Administrativo,82000
2025,8,Norte,Monterrey,Recolección,1462000
2025,8,Norte,Monterrey,Transporte,513000
2025,8,Norte,Monterrey,Tratamiento,806000
2025,8,Norte,Monterrey,Mantenimiento,229000
2025,8,Norte,Monterrey,Personal,973000
2025,8,Norte,Monterrey,Administrativo,130000
2025,8,Norte,Saltillo,Recolección,1165000
2025,8,Norte,Saltillo,Transporte,369000
2025,8,Norte,Saltillo,Tratamiento,618000
2025,8,Norte,Saltillo,Mantenimiento,173000
2025,8,Norte,Saltillo,Personal,759000
2025,8,Norte,Saltillo,Administrativo,102000
2025,8,Centro,CDMX,Recolección,2493000
2025,8,Centro,CDMX,Transporte,843000
2025,8,Centro,CDMX,Tratamiento,1354000
2025,8,Centro,CDMX,Mantenimiento,367000
2025,8,Centro,CDMX,Personal,1608000
2025,8,Centro,CDMX,Administrativo,221000
2025,8,Centro,Toluca,Recolección,1018000
2025,8,Centro,Toluca,Transporte,334000
2025,8,Centro,Toluca,Tratamiento,559000
2025,8,Centro,Toluca,Mantenimiento,151000
2025,8,Centro,Toluca,Personal,685000
2025,8,Centro,Toluca,Administrativo,90000
2025,8,Sur,Oaxaca,Recolección,768000
2025,8,Sur,Oaxaca,Transporte,264000
2025,8,Sur,Oaxaca,Tratamiento,466000
2025,8,Sur,Oaxaca,Mantenimiento,123000
2025,8,Sur,Oaxaca,Personal,550000
2025,8,Sur,Oaxaca,Administrativo,73000
2025,8,Sur,Veracruz,Recolección,979000
2025,8,Sur,Veracruz,Transporte,322000
2025,8,Sur,Veracruz,Tratamiento,528000
2025,8,Sur,Veracruz,Mantenimiento,139000
2025,8,Sur,Veracruz,Personal,649000
2025,8,Sur,Veracruz,Administrativo,84000
2025,8,Bajío,Guadalajara,Recolección,1262000
2025,8,Bajío,Guadalajara,Transporte,419000
2025,8,Bajío,Guadalajara,Tratamiento,691000
2025,8,Bajío,Guadalajara,Mantenimiento,192000
2025,8,Bajío,Guadalajara,Personal,829000
2025,8,Bajío,Guadalajara,Administrativo,110000
2025,8,Bajío,Querétaro,Recolección,915000
2025,8,Bajío,Querétaro,Transporte,310000
2025,8,Bajío,Querétaro,Tratamiento,498000
2025,8,Bajío,Querétaro,Mantenimiento,139000
2025,8,Bajío,Querétaro,Personal,601000
2025,8,Bajío,Querétaro,Administrativo,81000
2025,9,Norte,Monterrey,Recolección,1460000
2025,9,Norte,Monterrey,Transporte,500000
2025,9,Norte,Monterrey,Tratamiento,799000
2025,9,Norte,Monterrey,Mantenimiento,230000
2025,9,Norte,Monterrey,Personal,936000
2025,9,Norte,Monterrey,Administrativo,126000
2025,9,Norte,Saltillo,Recolección,1115000
2025,9,Norte,Saltillo,Transporte,365000
2025,9,Norte,Saltillo,Tratamiento,605000
2025,9,Norte,Saltillo,Mantenimiento,171000
2025,9,Norte,Saltillo,Personal,734000
2025,9,Norte,Saltillo,Administrativo,97000
2025,9,Centro,CDMX,Recolección,2468000
2025,9,Centro,CDMX,Transporte,849000
2025,9,Centro,CDMX,Tratamiento,1323000
2025,9,Centro,CDMX,Mantenimiento,358000
2025,9,Centro,CDMX,Personal,1543000
2025,9,Centro,CDMX,Administrativo,224000
2025,9,Centro,Toluca,Recolección,1001000
2025,9,Centro,Toluca,Transporte,325000
2025,9,Centro,Toluca,Tratamiento,548000
2025,9,Centro,Toluca,Mantenimiento,153000
2025,9,Centro,Toluca,Personal,663000
2025,9,Centro,Toluca,Administrativo,87000
2025,9,Sur,Oaxaca,Recolección,759000
2025,9,Sur,Oaxaca,Transporte,258000
2025,9,Sur,Oaxaca,Tratamiento,460000
2025,9,Sur,Oaxaca,Mantenimiento,121000
2025,9,Sur,Oaxaca,Personal,539000
2025,9,Sur,Oaxaca,Administrativo,71000
2025,9,Sur,Veracruz,Recolección,948000
2025,9,Sur,Veracruz,Transporte,308000
2025,9,Sur,Veracruz,Tratamiento,522000
2025,9,Sur,Veracruz,Mantenimiento,139000
2025,9,Sur,Veracruz,Personal,638000
2025,9,Sur,Veracruz,Administrativo,82000
2025,9,Bajío,Guadalajara,Recolección,1212000
2025,9,Bajío,Guadalajara,Transporte,405000
2025,9,Bajío,Guadalajara,Tratamiento,685000
2025,9,Bajío,Guadalajara,Mantenimiento,188000
2025,9,Bajío,Guadalajara,Personal,788000
2025,9,Bajío,Guadalajara,Administrativo,108000
2025,9,Bajío,Querétaro,Recolección,906000
2025,9,Bajío,Querétaro,Transporte,307000
2025,9,Bajío,Querétaro,Tratamiento,496000
2025,9,Bajío,Querétaro,Mantenimiento,136000
2025,9,Bajío,Querétaro,Personal,584000
2025,9,Bajío,Querétaro,Administrativo,78000
2025,10,Norte,Monterrey,Recolección,1432000
2025,10,Norte,Monterrey,Transporte,485000
2025,10,Norte,Monterrey,Tratamiento,773000
2025,10,Norte,Monterrey,Mantenimiento,222000
2025,10,Norte,Monterrey,Personal,930000
2025,10,Norte,Monterrey,Administrativo,122000
2025,10,Norte,Saltillo,Recolección,1120000
2025,10,Norte,Saltillo,Transporte,347000
2025,10,Norte,Saltillo,Tratamiento,579000
2025,10,Norte,Saltillo,Mantenimiento,164000
2025,10,Norte,Saltillo,Personal,711000
2025,10,Norte,Saltillo,Administrativo,97000
2025,10,Centro,CDMX,Recolección,2345000
2025,10,Centro,CDMX,Transporte,804000
2025,10,Centro,CDMX,Tratamiento,1319000
2025,10,Centro,CDMX,Mantenimiento,348000
2025,10,Centro,CDMX,Personal,1504000
2025,10,Centro,CDMX,Administrativo,218000
2025,10,Centro,Toluca,Recolección,964000
2025,10,Centro,Toluca,Transporte,321000
2025,10,Centro,Toluca,Tratamiento,535000
2025,10,Centro,Toluca,Mantenimiento,145000
2025,10,Centro,Toluca,Personal,649000
2025,10,Centro,Toluca,Administrativo,84000
2025,10,Sur,Oaxaca,Recolección,739000
2025,10,Sur,Oaxaca,Transporte,244000
2025,10,Sur,Oaxaca,Tratamiento,432000
2025,10,Sur,Oaxaca,Mantenimiento,120000
2025,10,Sur,Oaxaca,Personal,514000
2025,10,Sur,Oaxaca,Administrativo,70000
2025,10,Sur,Veracruz,Recolección,915000
2025,10,Sur,Veracruz,Transporte,300000
2025,10,Sur,Veracruz,Tratamiento,513000
2025,10,Sur,Veracruz,Mantenimiento,136000
2025,10,Sur,Veracruz,Personal,616000
2025,10,Sur,Veracruz,Administrativo,81000
2025,10,Bajío,Guadalajara,Recolección,1200000
2025,10,Bajío,Guadalajara,Transporte,396000
2025,10,Bajío,Guadalajara,Tratamiento,645000
2025,10,Bajío,Guadalajara,Mantenimiento,181000
2025,10,Bajío,Guadalajara,Personal,794000
2025,10,Bajío,Guadalajara,Administrativo,102000
2025,10,Bajío,Querétaro,Recolección,891000
2025,10,Bajío,Querétaro,Transporte,298000
2025,10,Bajío,Querétaro,Tratamiento,486000
2025,10,Bajío,Querétaro,Mantenimiento,133000
2025,10,Bajío,Querétaro,Personal,587000
2025,10,Bajío,Querétaro,Administrativo,75000
2025,11,Norte,Monterrey,Recolección,1386000
2025,11,Norte,Monterrey,Transporte,475000
2025,11,Norte,Monterrey,Tratamiento,760000
2025,11,Norte,Monterrey,Mantenimiento,216000
2025,11,Norte,Monterrey,Personal,925000
2025,11,Norte,Monterrey,Administrativo,120000
2025,11,Norte,Saltillo,Recolección,1070000
2025,11,Norte,Saltillo,Transporte,346000
2025,11,Norte,Saltillo,Tratamiento,567000
2025,11,Norte,Saltillo,Mantenimiento,160000
2025,11,Norte,Saltillo,Personal,714000
2025,11,Norte,Saltillo,Administrativo,95000
2025,11,Centro,CDMX,Recolección,2315000
2025,11,Centro,CDMX,Transporte,815000
2025,11,Centro,CDMX,Tratamiento,1278000
2025,11,Centro,CDMX,Mantenimiento,343000
2025,11,Centro,CDMX,Personal,1505000
2025,11,Centro,CDMX,Administrativo,208000
2025,11,Centro,Toluca,Recolección,973000
2025,11,Centro,Toluca,Transporte,315000
2025,11,Centro,Toluca,Tratamiento,536000
2025,11,Centro,Toluca,Mantenimiento,146000
2025,11,Centro,Toluca,Personal,649000
2025,11,Centro,Toluca,Administrativo,82000
2025,11,Sur,Oaxaca,Recolección,720000
2025,11,Sur,Oaxaca,Transporte,242000
2025,11,Sur,Oaxaca,Tratamiento,430000
2025,11,Sur,Oaxaca,Mantenimiento,116000
2025,11,Sur,Oaxaca,Personal,509000
2025,11,Sur,Oaxaca,Administrativo,68000
2025,11,Sur,Veracruz,Recolección,908000
2025,11,Sur,Veracruz,Transporte,302000
2025,11,Sur,Veracruz,Tratamiento,497000
2025,11,Sur,Veracruz,Mantenimiento,131000
2025,11,Sur,Veracruz,Personal,610000
2025,11,Sur,Veracruz,Administrativo,79000
2025,11,Bajío,Guadalajara,Recolección,1181000
2025,11,Bajío,Guadalajara,Transporte,382000
2025,11,Bajío,Guadalajara,Tratamiento,633000
2025,11,Bajío,Guadalajara,Mantenimiento,179000
2025,11,Bajío,Guadalajara,Personal,775000
2025,11,Bajío,Guadalajara,Administrativo,102000
2025,11,Bajío,Querétaro,Recolección,869000
2025,11,Bajío,Querétaro,Transporte,289000
2025,11,Bajío,Querétaro,Tratamiento,474000
2025,11,Bajío,Querétaro,Mantenimiento,129000
2025,11,Bajío,Querétaro,Personal,563000
2025,11,Bajío,Querétaro,Administrativo,76000
2025,12,Norte,Monterrey,Recolección,1477000
2025,12,Norte,Monterrey,Transporte,511000
2025,12,Norte,Monterrey,Tratamiento,803000
2025,12,Norte,Monterrey,Mantenimiento,232000
2025,12,Norte,Monterrey,Personal,963000
2025,12,Norte,Monterrey,Administrativo,128000
2025,12,Norte,Saltillo,Recolección,1150000
2025,12,Norte,Saltillo,Transporte,359000
2025,12,Norte,Saltillo,Tratamiento,612000
2025,12,Norte,Saltillo,Mantenimiento,168000
2025,12,Norte,Saltillo,Personal,737000
2025,12,Norte,Saltillo,Administrativo,101000
2025,12,Centro,CDMX,Recolección,2444000
2025,12,Centro,CDMX,Transporte,851000
2025,12,Centro,CDMX,Tratamiento,1349000
2025,12,Centro,CDMX,Mantenimiento,367000
2025,12,Centro,CDMX,Personal,1601000
2025,12,Centro,CDMX,Administrativo,227000
2025,12,Centro,Toluca,Recolección,1031000
2025,12,Centro,Toluca,Transporte,329000
2025,12,Centro,Toluca,Tratamiento,565000
2025,12,Centro,Toluca,Mantenimiento,149000
2025,12,Centro,Toluca,Personal,690000
2025,12,Centro,Toluca,Administrativo,89000
2025,12,Sur,Oaxaca,Recolección,753000
2025,12,Sur,Oaxaca,Transporte,254000
2025,12,Sur,Oaxaca,Tratamiento,460000
2025,12,Sur,Oaxaca,Mantenimiento,122000
2025,12,Sur,Oaxaca,Personal,535000
2025,12,Sur,Oaxaca,Administrativo,71000
2025,12,Sur,Veracruz,Recolección,974000
2025,12,Sur,Veracruz,Transporte,317000
2025,12,Sur,Veracruz,Tratamiento,524000
2025,12,Sur,Veracruz,Mantenimiento,138000
2025,12,Sur,Veracruz,Personal,635000
2025,12,Sur,Veracruz,Administrativo,83000
2025,12,Bajío,Guadalajara,Recolección,1241000
2025,12,Bajío,Guadalajara,Transporte,405000
2025,12,Bajío,Guadalajara,Tratamiento,676000
2025,12,Bajío,Guadalajara,Mantenimiento,186000
2025,12,Bajío,Guadalajara,Personal,803000
2025,12,Bajío,Guadalajara,Administrativo,109000
2025,12,Bajío,Querétaro,Recolección,923000
2025,12,Bajío,Querétaro,Transporte,305000
2025,12,Bajío,Querétaro,Tratamiento,495000
2025,12,Bajío,Querétaro,Mantenimiento,136000
2025,12,Bajío,Querétaro,Personal,589000
2025,12,Bajío,Querétaro,Administrativo,80000
